area,price,,,,,
3.49,1072503.238,,,,,
6.26,1134397.758,,,,,
4.14,734827.508,,,,,
4.27,991892.3175,,,,,
5.04,1057252.583,,,,,
4.06,1237224.859,,,,,
4.41,1442632.541,,,,,
4.46,1877402.32,,,,,
6.4,1394518.415,,,,,
3.25,953939.3299,,,,,
5.33,1219778.034,,,,,
3,1287325.382,,,,,
2.47,1739893.555,,,,,
3.07,1213382.223,,,,,
3.31,1007478.748,,,,,
3.22,1528756.126,,,,,
2.05,1182459.772,,,,,
3.14,1474546.762,,,,,
4.18,1078016.94,,,,,
3.14,1453381.624,,,,,
4.41,1495012.965,,,,,
4.04,714148.4148,,,,,
3.18,894292.0474,,,,,
3.2,1159841.831,,,,,
5.07,1195986.299,,,,,
6.11,1381430.63,,,,,
2,1534889.853,,,,,
3.17,1494125.33,,,,,
5.3,1356146.261,,,,,
4.26,1454943.074,,,,,
2.31,774118.1878,,,,,
3.48,889113.2389,,,,,
3.29,1211102.211,,,,,
3.11,658646.1847,,,,,
3.36,1400104.871,,,,,
4,1262017.792,,,,,
2.15,553077.2126,,,,,
3.08,1203247.89,,,,,
6.18,1115323.015,,,,,
5.25,1301881.417,,,,,
4.47,1006687.387,,,,,
5.21,749383.0726,,,,,
4.15,1075596.587,,,,,
4.37,739870.7936,,,,,
3.49,1442945.145,,,,,
3.14,828497.0671,,,,,
6.37,1373290.861,,,,,
3.18,925566.3313,,,,,
6.49,1552536.764,,,,,
2.04,1335904.501,,,,,
3.28,960808.2911,,,,,
6.28,1405933.019,,,,,
3.04,619087.6936,,,,,
2.09,1329273.228,,,,,
3.44,1261843.844,,,,,
4.29,1175781.418,,,,,
3.01,1437053.557,,,,,
6.21,1594415.226,,,,,
2.07,931357.9954,,,,,
3.14,798639.6542,,,,,
2.08,1451739.625,,,,,
5.33,1278991.689,,,,,
4.24,885920.5532,,,,,
4.33,1425632.542,,,,,
3.06,901881.7427,,,,,
5.25,1521730.791,,,,,
2.4,716771.0057,,,,,
5.37,1696717.107,,,,,
2.49,819598.0078,,,,,
3.49,1584213.957,,,,,
4.44,798892.515,,,,,
5.12,601973.0017,,,,,
4.28,1456486.293,,,,,
2.17,1702406.039,,,,,
6.3,1566471.008,,,,,
4.02,1592210.176,,,,,
4.21,937628.3467,,,,,
3.45,1558547.578,,,,,
2.29,1156329.274,,,,,
3.35,1514349.692,,,,,
5.25,1039107.326,,,,,
2.32,809089.6719,,,,,
3.23,675536.3915,,,,,
5.02,1373589.804,,,,,
4.3,1690091.019,,,,,
5.38,1253370.149,,,,,
2.03,774073.5619,,,,,
6.37,1741959.834,,,,,
2.09,1705762.788,,,,,
2.34,1071109.917,,,,,
4.49,1118047.991,,,,,
6.08,1165253.033,,,,,
2.31,1280910.19,,,,,
2.02,841122.8824,,,,,
4.19,1228810.745,,,,,
5.28,1086072.071,,,,,
3.33,1204372.295,,,,,
3.35,1345004.12,,,,,
3.32,1116902.345,,,,,
3.12,822431.7303,,,,,
4.47,1360623.694,,,,,
3.01,2298379.487,,,,,
3.41,1400498.268,,,,,
2.04,566848.7321,,,,,
5.08,1367586.278,,,,,
5.13,1113373.52,,,,,
3.42,721974.5515,,,,,
4.25,685503.9903,,,,,
5.07,152071.8747,,,,,
5.38,1280431.574,,,,,
6.35,568703.1838,,,,,
6,1200764.844,,,,,
6.15,1607161.637,,,,,
5.45,1421715.415,,,,,
2.03,311111.2006,,,,,
4.19,1338044.383,,,,,
3.43,1417870.983,,,,,
3.4,796389.438,,,,,
3.44,1310207.133,,,,,
4.3,994897.7278,,,,,
5.46,1202987.829,,,,,
3.08,768751.9005,,,,,
2.27,1211655.305,,,,,
4.21,1540418.222,,,,,
3.23,712228.4243,,,,,
3.17,1525533.407,,,,,
2.04,1034218.402,,,,,
2.04,874103.6606,,,,,
4.19,1912825.285,,,,,
4.31,1754770.59,,,,,
4.23,1340066.913,,,,,
3.11,1446756.863,,,,,
5.48,1592768.242,,,,,
6.08,660364.9813,,,,,
2.46,861321.5807,,,,,
6.35,1648246.774,,,,,
2.04,977135.8857,,,,,
3.21,1591934.19,,,,,
4.12,695386.331,,,,,
2.26,568977.0728,,,,,
5.13,935590.8043,,,,,
5.2,984311.7745,,,,,
2.3,1796245.808,,,,,
4.07,720080.2321,,,,,
4.03,783808.4025,,,,,
3.16,1598615.974,,,,,
5.11,1564125.238,,,,,
3.46,929480.6299,,,,,
6.22,1414495.343,,,,,
6.08,837668.1026,,,,,
4.02,1197515.454,,,,,
4.26,1232004.83,,,,,
4.36,1285933.408,,,,,
4.41,1361521.983,,,,,
2.21,1090826.374,,,,,
3.37,1475319.699,,,,,
4.22,1066659.383,,,,,
3.43,1117432.98,,,,,
2.29,1420283.559,,,,,
3.24,840272.8649,,,,,
2.46,1024907.94,,,,,
5.12,1494241.226,,,,,
4.37,1125880.487,,,,,
4.28,1082455.018,,,,,
3.08,1554634.995,,,,,
6.09,1011365.365,,,,,
6.33,1432756.517,,,,,
4.32,1612717.553,,,,,
4.2,973299.8618,,,,,
4.21,679228.9927,,,,,
6.03,1270999.939,,,,,
4.42,910211.0189,,,,,
4.43,1026271.796,,,,,
4.05,1496729.536,,,,,
5.27,1490539.058,,,,,
5.4,1491838.494,,,,,
3.11,996771.2482,,,,,
2.03,1064854.309,,,,,
4.05,985749.7874,,,,,
4.35,1952622.402,,,,,
3.02,1754969.162,,,,,
3.23,1122240.364,,,,,
3.23,1236931.728,,,,,
4.47,966084.4204,,,,,
4.4,852268.6717,,,,,
2,1280669.873,,,,,
3.36,1190213.513,,,,,
4.2,1123851.141,,,,,
3.12,1689120.427,,,,,
3.49,1573347.788,,,,,
3.34,1696977.663,,,,,
2.27,1414286.724,,,,,
2.27,755292.1144,,,,,
2.31,714706.4289,,,,,
4.09,944001.5583,,,,,
3.01,1523136.485,,,,,
3.33,1422916.811,,,,,
6.11,1945618.658,,,,,
2.48,1726719.067,,,,,
5.17,1051123.833,,,,,
5,2249122.541,,,,,
4.48,1523915.145,,,,,
3,1039517.534,,,,,
3.47,818057.8953,,,,,
4.43,1115466.585,,,,,
2.46,1258178.804,,,,,
3.31,1435423.708,,,,,
3.49,1153470.44,,,,,
2.07,1425603.495,,,,,
4.5,1048350.692,,,,,
3.41,1214482.379,,,,,
2.15,821859.0657,,,,,
4.44,753652.2718,,,,,
6.12,1220001.334,,,,,
5.41,1075675.108,,,,,
3.1,1396082.352,,,,,
6.03,1137801.933,,,,,
2.19,1159953.593,,,,,
5.07,1487849.876,,,,,
3.5,1103072.439,,,,,
3.48,897291.1153,,,,,
3.26,1214320.574,,,,,
5.28,1364363.375,,,,,
3.21,1249092.928,,,,,
2.47,946479.2349,,,,,
2.27,1659805.184,,,,,
4.46,1285399.565,,,,,
4.17,898281.9025,,,,,
5.04,1483848.169,,,,,
2.36,1353488.416,,,,,
5.11,1268703.811,,,,,
6.14,1448573.845,,,,,
3.49,1343605.8,,,,,
4.21,1511537.745,,,,,
3.31,1662038.759,,,,,
3.23,1166673.195,,,,,
6.39,1375633.373,,,,,
4.16,839638.461,,,,,
3.1,1638265.395,,,,,
5.15,1385400.456,,,,,
3.36,1153233.241,,,,,
5.28,1370178.474,,,,,
2.02,1181877.183,,,,,
4.23,894251.0686,,,,,
5.15,1421135.815,,,,,
4.04,1028964.474,,,,,
3.2,923508.1257,,,,,
6.34,1599634.465,,,,,
5.26,1369186.07,,,,,
4.16,1748782.809,,,,,
4.07,1150877.735,,,,,
5.49,1110598.755,,,,,
4.21,1159207.085,,,,,
3.02,1811377.221,,,,,
4.18,1267443.398,,,,,
3.22,1352547.693,,,,,
2.29,599504.0193,,,,,
4.19,717213.2688,,,,,
3.43,1008712.575,,,,,
3.25,1071596.112,,,,,
4.46,1397341.856,,,,,
6.45,1313304.588,,,,,
3.01,2106510.863,,,,,
3.44,1306458.906,,,,,
3.29,1354928.95,,,,,
4.49,1582765.592,,,,,
3.44,847155.0413,,,,,
4.13,1342245.969,,,,,
4.16,1363086.905,,,,,
6.4,1275318.562,,,,,
3.11,1285923.734,,,,,
3.38,1789607.526,,,,,
2.15,1196064.33,,,,,
3.1,1917583.999,,,,,
4.39,1370274.387,,,,,
3.07,1677204.246,,,,,
2.37,1439714.281,,,,,
3.32,1012262.712,,,,,
3.37,1511743.129,,,,,
4.42,1131154.518,,,,,
4.47,764860.4627,,,,,
2.29,1681316.362,,,,,
3.17,291724.2456,,,,,
3.13,1013252.209,,,,,
4.28,1194709.628,,,,,
4.25,1463003.056,,,,,
6.5,1453327.916,,,,,
3.2,1291506.386,,,,,
6.29,1625508.013,,,,,
5.49,566896.2123,,,,,
4.14,1468513.244,,,,,
3.12,1573105.981,,,,,
5.18,968360.5234,,,,,
3.19,1309985.887,,,,,
4.26,1361219.3,,,,,
6.14,1465120.47,,,,,
5.4,1571464.965,,,,,
5.41,1629098.182,,,,,
5.18,1182335.68,,,,,
3.2,1010813.709,,,,,
3.3,924728.5374,,,,,
3.28,1382110.278,,,,,
3.32,1366727.663,,,,,
4.02,1297849.764,,,,,
6.47,1196687.687,,,,,
4.12,1281113.315,,,,,
5.36,1530729.578,,,,,
6.2,1208664.863,,,,,
5.2,1417275.667,,,,,
6.13,1195601.962,,,,,
5.19,2469065.594,,,,,
3.38,1223100.542,,,,,
2.27,1220276.551,,,,,
3.09,1311765.141,,,,,
6.29,1198313.598,,,,,
3.19,1187609.122,,,,,
2.2,1399662.584,,,,,
4.23,1597776.771,,,,,
4.22,1355022.283,,,,,
5.47,1137059.188,,,,,
3.04,1053815.097,,,,,
4.48,1242421.532,,,,,
3.11,1222041.016,,,,,
2.17,1025461.134,,,,,
4.26,859427.9793,,,,,
5.01,1279803.95,,,,,
4.13,1671669.452,,,,,
3.08,1525601.791,,,,,
4.27,998773.9973,,,,,
4.22,1012321.574,,,,,
3.12,1252419.196,,,,,
6.39,1869313.107,,,,,
3.23,1800685.922,,,,,
6.43,1393100.423,,,,,
4.29,1166558.374,,,,,
5.49,988175.0074,,,,,
4.41,1540480.613,,,,,
3.05,866142.1839,,,,,
2.41,557362.2043,,,,,
4.47,1033290.975,,,,,
3.44,1084945.4,,,,,
3.42,1365081.178,,,,,
4.12,1239459.815,,,,,
4.17,2056692.768,,,,,
3.4,1045395.329,,,,,
2.31,1679204.741,,,,,
5.39,1158742.83,,,,,
6.06,1647278.685,,,,,
5.24,1702090.635,,,,,
3.21,1379386.383,,,,,
4.04,1358526.741,,,,,
3.13,991398.8219,,,,,
4.42,957117.6472,,,,,
3.38,1638969.269,,,,,
2.15,714142.2407,,,,,
2.21,760876.0222,,,,,
2.05,1343537.178,,,,,
2.27,1056993.649,,,,,
4.5,1088222.421,,,,,
3.01,1308983.632,,,,,
3.46,1548322.501,,,,,
4.41,1411749.107,,,,,
4.17,1601904.357,,,,,
4.31,1277297.483,,,,,
3.31,1061552.022,,,,,
3.01,1115013.147,,,,,
3.02,1020842.531,,,,,
4.3,1440961.857,,,,,
2.45,817377.311,,,,,
2.47,1381536.934,,,,,
3.46,1273067.036,,,,,
6.31,1376714.674,,,,,
2.08,1293746.876,,,,,
3.46,1750908.224,,,,,
3.3,555811.4067,,,,,
5.44,1578829.012,,,,,
3.22,911202.1683,,,,,
5.18,1628751.935,,,,,
2.11,1245400.955,,,,,
2.13,993725.2172,,,,,
4.08,1816099.138,,,,,
4.07,1570583.34,,,,,
4.05,1626321.321,,,,,
2.29,1262494.287,,,,,
3.08,1185226.617,,,,,
3.1,1360329.359,,,,,
3.37,1350459.116,,,,,
2.22,1556987.724,,,,,
4.17,886036.1295,,,,,
6.4,1129613.01,,,,,
3.32,1070240.02,,,,,
3.48,1587015.357,,,,,
3.26,1146321.581,,,,,
5.41,1377447.349,,,,,
3.06,1113570.852,,,,,
2.16,1593836.785,,,,,
6.1,1560746.866,,,,,
2.26,977980.9211,,,,,
2.41,1292592.392,,,,,
5.24,1458912.584,,,,,
2.49,1037780.48,,,,,
6.24,1792254.818,,,,,
2.1,882170.3184,,,,,
5.45,1883481.075,,,,,
3.06,1268600.361,,,,,
3.17,1157189.438,,,,,
4.12,1180989.324,,,,,
3.29,1813043.926,,,,,
2.04,866666.0554,,,,,
6.12,1671350.14,,,,,
6,1137467.586,,,,,
4.24,711499.2446,,,,,
2.14,1940195.374,,,,,
4.18,1496466.357,,,,,
3.16,1448995.115,,,,,
4.02,924271.7911,,,,,
6.11,1747004.583,,,,,
4.05,1576286.214,,,,,
4.39,1712280.706,,,,,
4,1852375.507,,,,,
4.38,1007596.043,,,,,
4.42,1034779.19,,,,,
4.45,1006544.527,,,,,
2.33,736798.5333,,,,,
3.32,1109006.287,,,,,
5.17,1384140.227,,,,,
3.15,2084883.79,,,,,
4.42,801194.6198,,,,,
3.06,1412242.755,,,,,
4.14,1890789.177,,,,,
5.24,1841904.243,,,,,
6.31,1467075.169,,,,,
3.37,661043.3565,,,,,
3.21,978035.3448,,,,,
4.01,1250882.292,,,,,
3.33,1409238.798,,,,,
3.42,1162746.621,,,,,
6.44,878862.7457,,,,,
3.29,1338424.788,,,,,
5.13,1094347.968,,,,,
4.07,1195897.741,,,,,
5.05,1050239.904,,,,,
5.12,914231.2923,,,,,
3.35,864483.7585,,,,,
3.1,1599478.986,,,,,
4.38,1336356.233,,,,,
5.07,1808341.466,,,,,
3.27,1424283.373,,,,,
3.47,1471799.676,,,,,
4.15,1347622.483,,,,,
5.1,1163741.658,,,,,
2.28,1450624.524,,,,,
3.12,982298.0366,,,,,
5.28,868314.4736,,,,,
4.08,1231511.931,,,,,
4.34,663128.8401,,,,,
3.17,1210496.625,,,,,
2.06,1409033.071,,,,,
5.32,1356384.668,,,,,
4.06,1125476.202,,,,,
4.01,1129975.817,,,,,
6.35,1003642.627,,,,,
4.28,1306367.811,,,,,
6.43,1775874.76,,,,,
3.42,1036685.241,,,,,
2,1869929.202,,,,,
2.49,1381085.729,,,,,
6.21,2252243.34,,,,,
3,787039.6447,,,,,
6.02,957283.6564,,,,,
2.49,1173695.292,,,,,
3.4,1713161.699,,,,,
3.04,1325503.454,,,,,
3.27,1501497.532,,,,,
2.06,1573580.234,,,,,
4,693566.7573,,,,,
4.49,1524586.787,,,,,
3.17,1048818.21,,,,,
4.21,1310764.112,,,,,
5.05,1537329.57,,,,,
2.19,1244881.363,,,,,
4.41,732733.2363,,,,,
4.19,1095806.626,,,,,
3.4,476006.4445,,,,,
4.43,1599911.368,,,,,
3.37,1675825.721,,,,,
6.03,1175868.999,,,,,
4.41,1135079.345,,,,,
2.28,1833208.579,,,,,
3.41,1120349.773,,,,,
2.36,1080735.984,,,,,
2.04,1168574.666,,,,,
5.01,1919693.23,,,,,
5.26,1466605.774,,,,,
6.03,1234037.236,,,,,
6.15,1269486.337,,,,,
3.33,1176111.788,,,,,
2.23,1371298.425,,,,,
5.34,1246509.14,,,,,
4.15,1020268.855,,,,,
3.5,1130415.41,,,,,
6.39,890559.861,,,,,
3.12,1417158.537,,,,,
3.5,1376492.925,,,,,
3.03,1306207.111,,,,,
5.37,1275208.577,,,,,
5.11,902520.94,,,,,
2,872312.1738,,,,,
5.03,994517.0453,,,,,
5.21,1289008.217,,,,,
4,1610006.605,,,,,
3.43,1843720.648,,,,,
4.47,1891949.348,,,,,
5.28,1451078.093,,,,,
5.21,1481940.762,,,,,
3,1144477.879,,,,,
5.21,1279945.51,,,,,
6.27,1193021.312,,,,,
4.41,1167119.109,,,,,
2.15,1225612.763,,,,,
2.31,1131618.913,,,,,
3.21,1697501.605,,,,,
3.17,1365496.885,,,,,
4.1,622449.6452,,,,,
3.46,1551094.815,,,,,
2.27,1299126.83,,,,,
3.13,1290324.649,,,,,
6.29,1183884.005,,,,,
4.42,1305934.325,,,,,
6.32,1279117.965,,,,,
3.35,786559.0249,,,,,
3.07,1588196.233,,,,,
3.01,976649.0166,,,,,
3.35,1250866.567,,,,,
3.03,1046627.052,,,,,
4.04,1115935.277,,,,,
2.24,1077813.593,,,,,
3.38,1047689.266,,,,,
3.29,2332110.74,,,,,
3.2,956435.2633,,,,,
5.15,1892623.546,,,,,
3.04,283208.1322,,,,,
6.46,1176021.375,,,,,
3.43,783818.682,,,,,
6.23,1625703.075,,,,,
2.15,1961846.905,,,,,
2.26,1084556.029,,,,,
2.3,1428247.074,,,,,
6,1634945.808,,,,,
4.17,915992.5578,,,,,
2.48,1042373.524,,,,,
5.33,879618.3222,,,,,
2.45,1210431.684,,,,,
6.19,1059262.039,,,,,
5,972417.8089,,,,,
5.06,1242979.154,,,,,
3.26,1096846.086,,,,,
3.45,1392685.285,,,,,
5.47,1080464.852,,,,,
2.35,821413.1935,,,,,
4.31,2237778.026,,,,,
3.22,1518319.641,,,,,
3.14,1503552.206,,,,,
2.05,1219154.403,,,,,
2.13,1276259.018,,,,,
2.44,1400496.655,,,,,
2.01,1127174.713,,,,,
3.16,1251663.851,,,,,
2.1,1469354.782,,,,,
4.3,946556.2637,,,,,
4.18,1150658.595,,,,,
3.05,1325819.913,,,,,
4.28,1150093.889,,,,,
3.35,1009142.338,,,,,
5.15,1705276.19,,,,,
4.19,829794.8233,,,,,
2.31,1046442.634,,,,,
4.5,1152269.431,,,,,
2.4,1091479.56,,,,,
4.32,1039915.341,,,,,
5.27,565732.8175,,,,,
6.41,1739628.383,,,,,
3.27,1442128.732,,,,,
2.06,1004124.909,,,,,
2.18,1143621.36,,,,,
2.25,1060241.2,,,,,
4.09,1548962.888,,,,,
6.35,1056984.182,,,,,
3.25,1447353.264,,,,,
4.21,1251566.478,,,,,
3.26,751969.2117,,,,,
2.38,764955.4982,,,,,
4.46,1539958.931,,,,,
2.32,962747.1639,,,,,
3.24,1353854.478,,,,,
5.25,1850525.573,,,,,
3.15,1778411.665,,,,,
3.29,1369006.115,,,,,
2.48,1197975.085,,,,,
4.17,1930143.831,,,,,
2.4,1481946.194,,,,,
4.38,1347578.53,,,,,
3.13,1358646.746,,,,,
3.37,931768.0455,,,,,
5.24,1205962.995,,,,,
3.02,792146.076,,,,,
5.27,1618670.884,,,,,
3.29,864446.7942,,,,,
3.09,662630.3439,,,,,
4.37,1485145.661,,,,,
3.18,1047226.967,,,,,
4,1392793.814,,,,,
4.31,943575.1307,,,,,
2.14,1793398.718,,,,,
6.44,881273.1168,,,,,
5.11,2138713.943,,,,,
2.12,1540869.872,,,,,
3.5,1707650.436,,,,,
3.07,1025705.134,,,,,
4.46,1541186.254,,,,,
6.43,1930344.449,,,,,
4.44,1481146.95,,,,,
3.13,1099725.283,,,,,
3.26,1190867.437,,,,,
4.37,1070318.815,,,,,
4.1,1358213.906,,,,,
6.01,1198725.487,,,,,
3.27,1774715.484,,,,,
3.5,1538903.993,,,,,
4.5,1462360.601,,,,,
3.1,953261.9162,,,,,
3.15,1427108.501,,,,,
4.03,769576.8637,,,,,
2.27,668255.4804,,,,,
4.39,800809.1317,,,,,
6.07,1427202.279,,,,,
3.1,783566.3279,,,,,
3.44,949072.2496,,,,,
3.06,1693591.835,,,,,
4.07,1675557.271,,,,,
4.35,1943359.768,,,,,
2.37,1106261.274,,,,,
4.24,978766.9139,,,,,
5.37,997827.2538,,,,,
4.02,1062206.321,,,,,
4.02,1382172.294,,,,,
4.5,1281741.163,,,,,
6.1,1592664.7,,,,,
6.42,1247557.695,,,,,
3.35,779207.5546,,,,,
3.48,1222760.858,,,,,
6.32,1380715.315,,,,,
2.38,704884.1544,,,,,
3.45,1530480.688,,,,,
4.21,1780415.438,,,,,
6.21,1709667.189,,,,,
3.23,852565.6269,,,,,
2.36,1185310.267,,,,,
6.08,1795093.034,,,,,
4.49,956241.9913,,,,,
4.39,1224454.547,,,,,
2.49,552279.214,,,,,
5.28,1186357.179,,,,,
3.4,1582261.701,,,,,
5.25,1478028.174,,,,,
5.35,1386306.103,,,,,
3.24,1424786.509,,,,,
6.42,1206937.316,,,,,
5.22,1209287.535,,,,,
2.38,1029869.764,,,,,
4.16,300464.0987,,,,,
2.1,1294278.118,,,,,
6.43,1251757.193,,,,,
4.29,1128403.366,,,,,
5.43,1363669.069,,,,,
6.25,1177744.973,,,,,
4.33,980274.0699,,,,,
4.14,1524115.891,,,,,
3.41,1311902.534,,,,,
5.11,1119992.619,,,,,
3,1538922.903,,,,,
4.46,843633.1982,,,,,
5.45,903301.9933,,,,,
4.37,1161995.728,,,,,
3.42,733299.7945,,,,,
3.08,1837930.801,,,,,
3.16,962028.7008,,,,,
6.4,1477765.148,,,,,
4.39,1419345.607,,,,,
4.44,539483.3966,,,,,
3.46,1097701.943,,,,,
2.2,1412274.486,,,,,
4.12,1013443.438,,,,,
4.16,893919.0388,,,,,
4.14,1234531.601,,,,,
3.22,864702.9339,,,,,
4.38,977024.1102,,,,,
5.24,936148.5119,,,,,
3.4,1056976.975,,,,,
3.45,1040607.312,,,,,
4.14,1641101.519,,,,,
4.38,503065.5056,,,,,
6.19,1296146.939,,,,,
3.46,1164209.619,,,,,
2,999814.8898,,,,,
6.04,1060897.689,,,,,
3.32,1848633.724,,,,,
3.02,617157.9103,,,,,
3.34,857697.1255,,,,,
4.41,1253434.398,,,,,
5.29,1635092.433,,,,,
3.3,1524845.422,,,,,
3.24,763869.6667,,,,,
4.11,1376637.506,,,,,
6.23,1244440.135,,,,,
6.44,693931.5015,,,,,
2.25,1277744.739,,,,,
4.06,1539329.319,,,,,
2.18,903881.6639,,,,,
3.2,896944.2443,,,,,
2.48,1184758.842,,,,,
6.5,1731437.416,,,,,
3.33,762144.9261,,,,,
5.46,1270905.02,,,,,
4.21,1000043.903,,,,,
3.3,1967637.287,,,,,
3.23,1114779.247,,,,,
4.24,671661.7134,,,,,
3.02,1214986.886,,,,,
3.39,1053236.6,,,,,
2.05,1515005.384,,,,,
6.32,1732196.217,,,,,
5.27,1587122.369,,,,,
4.38,1184893.56,,,,,
3.25,1314348.699,,,,,
4.41,717825.3597,,,,,
2.5,1441736.761,,,,,
4.48,1119542.311,,,,,
4.08,850977.0123,,,,,
3.14,1655466.736,,,,,
4.29,1641739.518,,,,,
3.45,1369976.501,,,,,
3.32,1465835.843,,,,,
3.3,1789334.851,,,,,
6.26,863297.1767,,,,,
3.32,1425366.413,,,,,
5.29,2271112.744,,,,,
6.1,1370699.722,,,,,
3.16,1566740.128,,,,,
4.17,1436995.2,,,,,
2.49,1345962.955,,,,,
3.24,1265180.909,,,,,
6.22,1061222.537,,,,,
3.17,1383967.463,,,,,
5.22,1051519.066,,,,,
4,1550359.548,,,,,
2.22,1375057.083,,,,,
3.01,1882978.9,,,,,
3.42,1274053.64,,,,,
3.13,1426434.644,,,,,
4.04,913587.0974,,,,,
4.3,1116730.867,,,,,
6.23,1226586.921,,,,,
2.47,1836978.483,,,,,
4.29,1452153.849,,,,,
5.16,1294750.368,,,,,
5.41,1059870.965,,,,,
3.09,1615346.75,,,,,
2.1,1107692.003,,,,,
3.39,2330289.701,,,,,
3.45,1116193.293,,,,,
4.18,1072253.834,,,,,
4.33,1626941.788,,,,,
3.44,1669681.231,,,,,
4.04,806121.8394,,,,,
6.14,1680252.737,,,,,
4.3,1186441.756,,,,,
2.02,1766248.403,,,,,
5.27,1641055.939,,,,,
2.07,1120894.804,,,,,
5.16,1325706.901,,,,,
